,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,B99,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,EU27_2020,EXT_EU27_2020,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KCMD_905b,KCMD_927b,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TOTAL,TTO,TUN,TUR,TUV,TZA,UGA,UKR,UN_1500,UN_1501,UN_1502,UN_1503,UN_1517,UN_1518,UN_1636,UN_1637,UN_1829,UN_1830,UN_1832,UN_1833,UN_1835,UN_5500,UN_5501,UN_900,UN_901,UN_902,UN_903,UN_904,UN_905,UN_906,UN_908,UN_909,UN_910,UN_911,UN_912,UN_913,UN_914,UN_915,UN_916,UN_920,UN_921,UN_922,UN_923,UN_924,UN_925,UN_926,UN_927,UN_928,UN_931,UN_934,UN_935,UN_941,UN_947,UN_948,UN_954,UN_957,URY,USA,UZB,VCT,VEN,VGB,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
NOR,5786,2585,7339,0,47894,3833,1269,50,76147,160824,2915,0,246,125637,78,80,1815,91252,831,533,16245,1799,137,425,582,42311,692,172,8,460,62,53580,196822,7114,351310,682,941,342,1285,4167,6,833,1727,10521,155,48665,146007,1513720,280,12,2168988,2323,2295,945,15376,1129,1740742,103001,7071,0,0,269256,187,580591,0,215,1610054,3301,2956,109,173,1530,15,95,186080,879,61,16215,232,165195,281,141546,12540,33521,78800,17600,28866,217246,27170,448251,604,6671,97217,1642,0,0,9576,946,2003,0,22,89057,1357,301,7293,569,20,103,14814,52,242695,8210,212015,29,22619,3304,948,5313,9651,2,24922,1015,18611,2427,517,1067,148,5332,1108,10805,1335,107,3547,1030,0,520657,0,4153,0,3136,1550,25520,832,2441,37586,23,115,1205373,9,116366,302,0,5379,89256,107026,696,3600,1587,1083,24881,4,484,139,0,3261,34,58,20624,18388,1313971,0,1156,0,52,52,98,152084,133,73,0,18,0,975,2744,210556,0,7978,3840,25834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,572520,510,36,404,85,18833,70,16,0,26201,1766,905
NPL,1504,73,18,0,378965,248,225,1,76491,3878,119,0,20,7188,13,6,57050,381,10513,8,81,61,6,99,22,781,20,3528,61933,28,56,14757,10681,1041,187322,57,23,54,51,69,10,3,25,20,80,4119,1982,32054,68,0,7929,17,56,50,2450,298,10709,180,260,0,0,2833,97,19398,1,7,79747,211,144,7,3,1,8,29,803,8,1,56461,1,221,85,1047,7057,549593,1667,2567,1632,167,6746,11749,8,1822,86992,246,0,0,1035,175,2067,0,0,50888,30327,544,1276,129,0,0,70674,4,203,337,253,482,247,67,55,2733,2564,6,46,74,293,3712,560,158,14,412,69,258343,64,18,263,6,0,11300,4320,0,0,3898,13807,5294,18,40,5936,14,183,3042,3,4458,6,0,227376,551,5963,125,220864,896,153,25730,21,43,7,0,461,0,7,205,467,2600,0,605,0,6,6,6,82583,113,104,0,2,0,11,87,7521,0,738,693,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,113127,64,4,9,4,3642,12,17,0,3519,201,83
NRU,0,0,0,0,0,0,0,0,10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7073,3,153,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,7840,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,123,0,0,0,0,317,3,13,5,0,0,0,0,0,0,1,0,0,0,0,3,5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,8,2,0,3,0,0
NZL,637,524,2087,0,35527,28500,273,288,3853149,28154,560,0,6,13199,35,20,2009,3421,640,873,74,173,58,327,311,28870,521,2878,231,216,0,120191,17095,25478,545039,54,26,55,14,4574,4,0,3155,466,707,789,16977,73289,14,6,10024,72,251,2994,3993,57,12995,275,1015,0,0,3095,263586,36088,392,20,433592,755,256,44,14,2,0,8,2768,175,30,116274,34,26423,24,2218,125023,119329,123623,2123,923,262,9046,77545,516,3633,157059,758,0,0,1292,409,26477,1544,23,114007,2898,5219,296,8,4,19,11893,13,269,305,355,16127,6180,55,98,2247,20682,82,354,50,388,5570,1111,99,9,1259,78,105144,294,4,1416,1528,12142,26881,3183,3898,282,0,811,3884,1237,8839,43815,217,12777,10152,0,1733,254,1853,1419,4845,11900,625,7623,75,40,178444,3307,13,181,193,42,2,12,2249,6362,7730,0,262,0,8,7,7,126506,16,14,893,80018,0,296,53,12711,810,3977,967,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4420,583258,68,7,341,21,48476,29478,119700,0,42683,2274,7520
OMN,1323,49,224,0,1307011,88,647,1,24966,5441,1935,0,1445,3061,27,12,282466,839,100829,10,2800,192,3,100,28,764,13,520,0,50,16,32413,131799,25,24182,96,305,112,14,278,103,3,31,100,19,2103,1928,60071,262,2,2229,12,5173,96,108147,671,10159,498,15937,0,0,846,15,22241,0,75,209185,5659,308,14,8,21,3,21,3153,25,5,2351,15,1602,0,1489,32960,1345765,3355,62288,19170,34,195,33849,15,53080,2790,564,0,0,7921,401,154,0,0,2906,71988,17,32030,2,142,10,45404,2,353,545,300,10,13669,50,57,3947,248,1,96,60,465,397,39,111,141,328,374,40318,31,7,1493,12,0,12032,1588,13480,0,803,0,350460,80,77,35289,0,1,2779,3,1608,3,0,111108,2337,4244,730,204826,15194,157,6913,0,27,2,0,410,0,2,388,351,1653,0,310,12290,2,40,10,131850,411,1003,0,0,0,105,13505,28789,0,33616,5092,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,77552,294,1,324,0,1298,0,0,1,8973,105,139
PAK,36520,618,76,0,3207349,260,1695,0,71178,8813,4510,0,120,15643,199,70,21958,987,100673,15,1278,1083,3,12,37,2747,61,840,14,978,133,146154,13336,422,218637,809,282,1015,191,124,120,1,21,51,8,6834,3060,88766,770,2,35112,85,1584,79,9849,542,71864,211,1401,0,0,2363,360,51016,0,111,719440,2335,755,21,40,150,12,110,18512,4,7,31249,6,660,28,3242,12794,42616,14353,51327,79868,37,56,121894,27,11396,26332,2434,0,0,9449,1229,853,2,3,22012,167906,182,6299,601,351,0,32074,770,282,205,239,117,2076,69,666,7080,420,0,424,344,708,2159,177,4794,277,2717,1158,187807,290,106,4639,6,0,22953,27652,5417,0,4524,367606,0,133,86,8505,14,68,3909,0,4468,14,0,195082,1765,8658,377,3828242,8066,511,33077,3,317,8,0,768,1,11,535,144,11063,0,583,0,0,89,139,130157,5378,1939,0,2,0,130,1094,66955,0,7876,3251,4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,354899,1125,0,32,0,4698,20,5,43,32651,1044,1002
PAN,31,450,35,0,2232,50765,13,280,5297,2098,39,0,8,5480,24,13,89,1044,123,4301,22,89,4248,334,10063,88019,1777,2,0,4,0,40937,8066,26868,31779,42,40,15,5,453890,0,12,273187,60287,1024,102,1167,28181,0,228,2233,78234,48,200573,346,0,49764,168,66,0,0,820,60,21377,1,14,14090,228,199,3,10,11,1,11,1702,73607,2014,2217,38333,1061,3180,833,1042,7852,872,98,49,53,11989,39415,9192,837,2155,89,0,0,212,3,23,8,139,6572,104,35,1820,7,1,257,138,1,267,385,541,862,442,23,12,105,119277,7,15,53,110,686,10,64,19,66,4,622,18,5,169,68221,0,14531,951,22,0,1237,78,175,0,68371,8360,1,5,1577,0,4302,7389,0,140,1780,4959,55,247,12,39,710,0,19,49381,18,0,0,781,6,29,1542,0,26,0,189,5,13,627,1,4,0,2,0,8744,116,1773,0,63,62,3242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12166,527684,0,82,357528,224,290,1,7,0,1622,79,17
PER,26,146,31,0,1068,256232,22,104,46710,4451,15,0,4,20077,10,19,43,2085,35,1440,13,757,459,112,313722,262572,287,2,0,29,52,85892,18666,1459485,45670,55,81,73,25,329809,0,25,43164,46935,284,76,2838,49107,2,20,4271,51638,173,465773,1812,0,177953,230,193,0,0,1718,54,63034,0,25,47202,73,298,3,21,0,3,88,1277,13795,486,5314,3620,490,654,829,1606,8460,2306,43,507,110,18158,110427,2563,214,51654,101,0,0,317,22,27,4,99,27660,55,29,154,19,0,91,80,7,186,1223,444,3,3174,13,11,10,269485,2,18,53,134,100,37,127,13,63,26,2902,74,15,224,6626,0,36119,2278,47,0,8839,74,81,68907,0,3998,1,79,1689,0,5072,21947,0,157,4059,14610,28,178,7,93,1019,0,46,14725,0,1,8,628,19,48,6642,0,8,0,200,10,29,1042,4,2,0,0,0,1169,65,1548,2,125,123,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37848,1017635,4,13,83726,112,1021,6,8,0,4203,341,37
PHL,915,9975,293,0,652934,1959,204,96,359666,22037,1309,0,42,21321,245,194,10031,2170,43720,2127,81,255,49,2024,146,18536,1281,78513,378,318,71,359039,36432,3125,1810402,2267,1549,976,2279,5164,162,258,1136,472,1382,9044,7902,110981,958,7,33985,2176,6480,1186,33747,99,74526,1422,1670,0,0,10268,3821,66346,1846,953,220625,649,2339,4855,237,68,34,3834,15890,377,966,1643105,165,5521,425,2444,343258,143508,22144,17587,2679,2478,30920,147242,1405,23630,1383357,3158,0,0,2961,349,111558,93,46,2124810,246237,17923,9992,487,326,156,18157,203,969,850,1646,296263,8920,63,1267,3072,17163,576,132,251,9614,23863,3598,1757,1111,2794,158,573211,1155,53,6609,116,1,64672,37644,5936,340,48220,41643,8080,8529,3998,0,7739,41552,13893,4,9288,32,0,244495,3450,35253,350,926428,2369,1658,1549988,808,284,128,0,91,56,450,37,1459,21029,0,895,0,553,370,1700,405872,217,601,0,333,0,2615,1128,50442,11,1647,989,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1272784,885,18,1713,145,191318,257,1053,0,20169,1469,242
PLW,0,0,0,0,52,17,0,0,971,314,0,0,0,101,0,0,18,5,0,0,0,0,0,0,1,9,0,11,0,0,0,74,117,2,65134,0,0,0,0,0,0,0,6,0,3,6,141,789,0,0,63,0,0,0,3,0,81,1,2,0,0,1,625,228,1366,0,208,0,0,0,0,0,1,0,1,0,0,1523,0,1,0,1,370,41,12,1,1,0,28,312,0,0,60324,2,0,0,3,0,15,8,0,21636,4,14,9,0,0,0,15,0,0,2,0,8,11,0,0,2,8,216,0,0,0,9,9,0,0,2,0,187,1,0,5,0,2,906,24,74,5,217,0,21,0,1,9036,0,61,68,0,11,0,0,10,7,335,2,3,0,0,329,40,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,460,0,0,0,8,0,0,0,19,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8055,0,0,0,0,116,18,40,0,32,1,0
PNG,12,9,0,0,337,10,2,0,165863,187,12,0,1,333,2,4,633,40,3,2,8,0,0,0,22,127,3,83,0,11,27,2373,487,18,14419,6,8,13,19,25,0,0,26,11,0,34,39,878,2,0,97,8,10,16,28,0,253,7,61,0,0,45,11715,870,377,8,1668,11,75,0,0,2,0,0,56,2,5,26885,6,185,2,40,8533,4589,154,36,3,1,412,420,30,9,5699,9,0,0,163,0,203,100,0,2207,9,242,21,0,0,7,680,26,20,6,16,0,46,2,16,20,89,87,1,1,9,361,39,17,0,10,7,7034,31,1,107,9,8,365,73,162,34,12777,6,87,11,126,38728,70,0,175,0,80,2,0,84,71,417,2,27,15,11,26672,7857,16,3,0,2,0,0,0,2,68,0,0,0,2,1,2,3436,7,1,0,435,0,21,2,100,9,66,94,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13144,7,0,17,1,450,854,785,0,741,32,100
POL,410,3036,4087,0,52802,4860,23544,51,65130,939264,4107,0,41,485846,63,79,1422,490833,1456,1498,3223,3520992,36,93,356,53041,428,103,0,196,104,162106,364063,2967,179942,809,730,202,652,3224,50,118,1117,8054,56,68864,12891332,33688100,92,9,370323,5535,3928,738,14683,11,1083871,197237,1222,0,0,218216,61,1203295,6,1032,5340212,55426,1373,223,64,67,14,366,254535,459,80,19422,104,777523,26,834913,12018,60706,697345,7249,3696,55986,252569,2030899,681,4229,119554,47037,0,0,2528,1603,635,0,51,55633,2995,68,7234,62,60,74,6152,9,3168425,28616,1001490,30,5623,10776,514,6418,12739,0,4283,100,105765,984,1843,348,394,3685,76,24768,1135,29,3739,125,0,629181,1208951,2201,3,10152,2893,3344,1459,1695,13893,78,144,0,28,254979,193,0,9019,547680,3068462,242,12383,341,894,32070,4,194,76,0,20,14,86,6740284,136462,981691,0,2717,0,103,187,223,44756,461,252,0,0,0,1459,4527,284519,0,2606,500,12348163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,772689,2722,7,574,150,24124,2,0,3,16633,601,266
PRK,0,0,0,0,1,0,0,0,3,17,0,0,1,6,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,45,0,88808,0,0,0,0,0,0,0,0,0,0,0,5,66,0,0,3,0,0,0,0,0,5,0,0,0,0,7,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,15,0,0,0,0,0,20,0,3,6,0,0,0,3,0,2,0,0,18,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,1,0,11,0,0,13,0,0,0,5,15,0,0,0,0,0,0,17,0,0,10,0,0,0,0,2,0,16755,0,0,0,0,12,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,216,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0
PRT,116,310722,2123,0,52110,13057,1025,41,73503,177733,1365,0,34,781134,119,465,2893,28149,1349,498,1485,1685,37,2447,752,757567,393,29,0,351,261,203410,1445269,6386,233254,2137,1299,815,1968,10351,20,161288,1979,9309,251,5043,97936,2460944,70,12,185890,18360,44523,1271,7615,10,3716117,13741,756,0,0,104687,77,3796950,1,1207,5124017,3076,6890,63,984,245,17932,1765,64971,724,45,30138,278,28048,110,79919,13898,30792,640350,5074,1132,4370,45195,992521,407,3476,128254,2255,0,0,3386,243,806,2,38,115538,2086,167,6980,138,21,56,3054,8,10045,317632,12988,173,74855,14821,331,6303,25983,2,1304,675,9734,784,251,56602,427,3942,1015,6540,2212,76,3360,442,0,1083741,118752,3852,1,1702,1468,3711,3007,4954,8236,4,90,254979,0,0,746,0,5833,78931,85253,298,11397,312,11648,11588,1,285,254,0,19,29144,64,308,6270,157588,0,938,0,102,157,227,24779,52,116,0,2,0,429,15824,56543,0,1864,642,36322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,617153,621,6,24346,47,4289,3,13,0,53392,1035,636
PRY,11,421,5,0,357,1662256,5,16,811,712,15,0,3,1636,1,2,16,163,1,649,5,2,53,6,31701,519660,76,0,0,4,7,5786,2456,49076,2226,6,6,7,1,25566,0,1,2202,7477,7,4,153,12448,0,2,233,16166,3,6285,260,0,56599,2,10,0,0,75,2,6123,0,1,3300,36,18,1,0,3,1,100,157,2248,42,145,519,62,115,74,27,654,91,12,26,9,1879,6796,490,28,1480,36,0,0,106,1,9,0,7,5420,18,0,421,2,0,5,5,2,7,82,15,0,329,1,5,11,40714,1,2,0,12,6,1,35,0,37,7,98,0,0,318,557,0,1035,284,7,0,254,1,10,5963,22589,49,0,1,181,0,886,0,0,93,455,1264,61,36,3,23,20,0,1,1034,141,0,0,31,1,17,294,0,0,0,80,0,2,120,0,0,0,0,0,96,10,294,0,89,60,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62213,97403,0,9,3545,10,6,0,0,0,611,16,2
PSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16317,0,0,0,0,0,0,0,0,0,0,0
QAT,1681,133,965,0,2051338,1519,1209,2,21484,13733,7035,0,34,9388,55,123,192853,3119,277759,55,5813,614,10,30,29,6183,32,219,0,203,73,16283,19454,214,32211,250,892,52,77,278,209,5,99,539,41,7387,2320,61759,1822,5,10045,72,12328,145,405438,7971,40072,224,12577,0,0,2310,76,58506,1,62,179165,7604,3587,55,187,216,32,26,21164,22,7,10048,31,7550,8,5448,41760,1150378,5664,40253,22938,296,1388,55814,93,114779,15363,1584,0,0,20854,758,765,0,11,12736,187994,92,106538,270,108,25,176184,27,312,463,448,19,27077,354,53,10509,684,1,738,91,706,3064,312,1177,2172,759,81,29309,323,149,6848,13,0,20912,6174,240680,2,1456,107250,161830,114,148,223843,6,35,8016,2,6013,74,0,0,6388,6764,635,1582485,71772,854,14204,3,152,15,0,1430,3,5,399,613,8489,0,1343,0,6,132,56,66556,362,942,0,1,0,134,31334,156865,1,6261,4005,4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,107316,434,5,251,3,8021,2,3,92,16627,168,362
ROU,610,1391,27166,0,82465,1499,3220,21,19088,437226,4802,0,21,283968,52,72,460,3270800,1192,1217,15412,53684,24,252,30,14659,188,59,0,69,77,70072,130027,3259,78489,570,479,262,920,3562,20,95,2608,1372,118,71249,152384,898441,68,1,47998,2521,2750,2413,20122,16,698328,9054,275,0,0,12771,62,352126,0,534,1164048,15707,631,224,34,81,12,404,1117109,120,135,6780,32,121628,120,4336026,4488,26689,93741,12477,6319,2304,278369,1588200,201,8714,23552,4850,0,0,1006,259,164,5,35,31800,6452,29,10908,107,110,31,4032,0,24228,6553,4711,17,21417,37360,361,5355,20888,0,39457,253,22811,211,254,195,97,3467,39,8590,345,55,2656,688,0,158583,89256,581,0,4845,2536,1893,1780,4059,3401,9,87,547680,1,78931,455,0,8223,0,81316,515,8638,672,451,10618,2,249,325,18953,20,4,80,106346,50275,91530,0,1231,0,20,151,260,11955,91,244,0,17,0,354,10934,681100,0,3686,655,1829929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,242138,289,4,2370,26,2126,8,3,4,5669,168,79
RUS,8478,4456,16631,0,447207,9614,970036,73,55202,321394,1640558,0,341,136465,298,387,6310,616407,9414,675,10037,686487,23,82,681,51071,959,389,282,474,210,63680,352886,13166,3264630,1198,1481,644,726,14733,49,426,5551,91445,59,787201,583652,1860691,205,108,91918,132721,13039,9972,126145,71,1172438,615119,2847,0,0,118919,635,644676,8,357,477978,1104086,1696,964,1162,87,111,714,771128,898,583,113561,79,117419,70,172611,54586,287060,26690,93698,26333,7846,638379,1179209,1190,44344,164275,5151561,0,0,3662,925689,53688,4,79,395240,5857,13603,31940,154,28,72,59681,13,399741,10978,886597,25986,51141,663387,611,55916,50875,2,7431,1158,26377,5640,606091,680,748,10144,48,59115,2732,124,3823,2168,0,188239,107026,5963,0,11900,4167,7906,4959,14610,35253,335,434,3068462,16813,84193,1264,0,7194,81316,0,670,28561,5338,1085,77338,4,282,946,82123,300,14,118,56664,52551,112208,0,11553,0,45,256,818,1114135,1110173,116693,0,10,0,635,626908,899270,0,7545,2698,10042897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,537258,1194680,6,7383,79,470278,5,20,29,15584,1135,843
RWA,17,649,35,0,14872,59,8,2,3531,521,31,0,21516,15186,1431,497,114,55,17,5,45,7,0,3,7,260,10,0,0,551,1256,7618,3657,30,9405,1317,3432,1633,4647,87,71,19,51,8,0,122,157,5964,225,1,792,25,316,39,1820,80,1310,13,8069,0,0,206,16,5282,2,1142,7100,36,2774,0,239,104,62,81,245,8,4,465,1,127,151,259,142,10599,348,62,42,31,1553,2785,8,159,1244,30,0,0,67602,13,37,0,0,1943,73,17,575,232,18,0,321,263,84,303,36,0,1419,14,585,20,522,0,36,1139,24,15,7,1089,107,650,966,311,435,506,7552,14,0,5886,682,135,0,625,746,382,55,36,388,3,4,250,0,299,61,0,711,515,670,0,335,1114,1143,305,0,526,7,0,117,55,10,1,52,2015,0,216,0,0,625,439,483,3,0,0,0,0,61,467,3567,0,129911,633438,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,34521,1,0,6,0,51,0,2,0,12316,3341,1413
SAU,59182,198,1898,0,4765258,677,3166,4,156971,109524,169230,0,656,17219,6135,2061,1010674,3163,9909506,63,21795,569,5,12,39,3253,74,10456,22,107,137,96093,64217,237,171559,3101,2210,135,327,1489,1176,12,231,335,18,14423,19696,151645,25402,6,9598,82,58579,460,5341778,43800,92132,326,179620,0,0,3781,231,168610,0,582,455128,21535,8733,37,1271,747,178,41,27105,39,46,20825,66,5269,23,5727,1138819,3818484,19441,31559,121449,259,724,192665,326,1429265,25253,11066,0,0,65072,10245,1521,0,12,44834,4664882,36,483720,79,52567,13,247733,19,686,608,518,2911,332954,521,951,59809,6051,0,765,15822,1616,1863,133,1820,10845,8483,457,453366,102,4999,183251,42,0,32998,3231,198853,1,7623,185912,3917027,260,196,885090,1,31,12712,6,11300,38,0,1582485,8279,28561,332,0,881136,5851,58346,0,365,85,68,17899,2,46,1270,1707,9097,83,2364,9,9,5431,2812,60860,2453,3381,0,0,0,767,118521,1213380,0,6665,6211,11102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,854228,1435,0,1902,2,16082,1,2,737,85273,1857,516
SDN,610,381,38,0,354356,48,159,0,3470,1218,326,0,550,1475,141,662,3396,572,6615,0,216,259,0,0,9,355,4,13,0,82,353,6725,5367,14,35389,511,600,407,191,30,299,5,6,4,0,546,383,11451,10386,0,1337,9,2982,33,327198,35374,3072,23,49466,0,0,350,26,6731,0,96,31007,198,1897,1,62,216,34,95,923,0,2,814,0,274,5,998,3166,31475,2807,3615,5889,15,24,7401,10,20065,1248,422,0,0,15877,57,72,0,0,1641,13626,9,9055,157,19052,2,2065,32,30,33,32,0,4355,72,173,802,34,0,49,374,353,33,32,419,1944,173,615,19520,231,634,13942,1,0,5390,2376,761,0,71,16248,7011,10,9,2447,0,11,356,0,305,4,0,73104,602,5434,1129,1036073,0,1234,238,0,399,0,0,3196,9,0,196,109,5897,0,275,24190,6,4255,198,6087,100,338,0,0,0,4,3158,26859,0,4464,6513,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27779,21,0,12,0,255,0,2,60,5574,1548,1059
